OS Benchmark experiment
Test Name:,4.12.0-config,
       ref          kbest:,0.000000028,
       ref        average:,0.000000032,
       cpu          kbest:,0.003084581,
       cpu        average:,0.003108472,
    getpid          kbest:,0.000000078,
    getpid        average:,0.000000080,
      send          kbest:,0.000000324,
      send        average:,0.000001093,
      recv          kbest:,0.000000481,
      recv        average:,0.000001589,
  big send          kbest:,0.000009700,
  big send        average:,0.000015376,
  big recv          kbest:,0.000014717,
  big recv        average:,0.000028100,
context siwtch          kbest:,0.000002893,
context siwtch        average:,0.000003735,
      fork          kbest:,0.000083755,
      fork       average:,0.000197600,
      fork    Child kbest:,0.000113396,
      fork Child average:,0.000296554,
thr create          kbest:,0.000007520,
thr create       average:,0.000019758,
thr create    Child kbest:,0.000010191,
thr create Child average:,0.000032045,
  big fork          kbest:,0.001483954,
  big fork       average:,0.002140446,
  big fork    Child kbest:,0.001582449,
  big fork Child average:,0.002338641,
 huge fork          kbest:,0.003582803,
 huge fork       average:,0.004770925,
 huge fork    Child kbest:,0.003668938,
 huge fork Child average:,0.004960816,
small write          kbest:,0.000000851,
small write        average:,0.000000994,
small read          kbest:,0.000000320,
small read        average:,0.000000342,
small mmap          kbest:,0.000000397,
small mmap        average:,0.000000440,
small munmap          kbest:,0.000000743,
small munmap        average:,0.000000802,
small page fault          kbest:,0.000000623,
small page fault        average:,0.000000682,
 mid write          kbest:,0.000007083,
 mid write        average:,0.000007388,
  mid read          kbest:,0.000002786,
  mid read        average:,0.000003000,
  mid mmap          kbest:,0.000000384,
  mid mmap        average:,0.000000421,
mid munmap          kbest:,0.000003007,
mid munmap        average:,0.000003116,
mid page fault          kbest:,0.000001147,
mid page fault        average:,0.000001189,
 big write          kbest:,0.000794084,
 big write        average:,0.000822019,
  big read          kbest:,0.000372905,
  big read        average:,0.000389911,
  big mmap          kbest:,0.000000409,
  big mmap        average:,0.000000451,
big munmap          kbest:,0.000130393,
big munmap        average:,0.000134530,
big page fault          kbest:,0.000001676,
big page fault        average:,0.000001779,
huge write          kbest:,0.012791890,
huge write        average:,0.012905236,
 huge read          kbest:,0.019086667,
 huge read        average:,0.019584938,
 huge mmap          kbest:,0.000000416,
 huge mmap        average:,0.000000452,
huge munmap          kbest:,0.001637613,
huge munmap        average:,0.001667402,
huge page fault          kbest:,0.000001682,
huge page fault        average:,0.000001746,
    select          kbest:,0.000000621,
    select        average:,0.000000758,
      poll          kbest:,0.000000565,
      poll        average:,0.000000652,
     epoll          kbest:,0.000000784,
     epoll        average:,0.000000943,
select big          kbest:,0.000055772,
select big        average:,0.000064603,
  poll big          kbest:,0.000068877,
  poll big        average:,0.000078234,
 epoll big          kbest:,0.000092554,
 epoll big        average:,0.000107951,
