,ref          kbest,ref        average,cpu          kbest,cpu        average,getpid          kbest,getpid        average,send          kbest,send        average,recv          kbest,recv        average,big send          kbest,big send        average,big recv          kbest,big recv        average,context siwtch          kbest,context siwtch        average,fork          kbest,fork       average,fork    Child kbest,fork Child average,thr create          kbest,thr create       average,thr create    Child kbest,thr create Child average,big fork          kbest,big fork       average,big fork    Child kbest,big fork Child average,huge fork          kbest,huge fork       average,huge fork    Child kbest,huge fork Child average,small write          kbest,small write        average,small read          kbest,small read        average,small mmap          kbest,small mmap        average,small munmap          kbest,small munmap        average,small page fault          kbest,small page fault        average,mid write          kbest,mid write        average,mid read          kbest,mid read        average,mid mmap          kbest,mid mmap        average,mid munmap          kbest,mid munmap        average,mid page fault          kbest,mid page fault        average,big write          kbest,big write        average,big read          kbest,big read        average,big mmap          kbest,big mmap        average,big munmap          kbest,big munmap        average,big page fault          kbest,big page fault        average,huge write          kbest,huge write        average,huge read          kbest,huge read        average,huge mmap          kbest,huge mmap        average,huge munmap          kbest,huge munmap        average,huge page fault          kbest,huge page fault        average,select          kbest,select        average,poll          kbest,poll        average,epoll          kbest,epoll        average,select big          kbest,select big        average,poll big          kbest,poll big        average,epoll big          kbest,epoll big        average,test_names,file_name
0,1.0,1.4193548387096773,0.999984762971817,1.1773549535797305,1.0056925996204933,1.007421150278293,0.9966480446927374,1.0179303278688525,1.0,1.0066476733143401,0.9876778109993658,1.0011365358387636,1.0044358054226474,1.010357785707519,0.9135125251417079,0.8920737057619188,0.8582175376401947,0.9920969525977461,0.996437279481369,0.9857016346260284,0.8703060380479736,0.9009530928798355,0.958456243854474,0.8372990043634435,0.961208821444067,0.9880774834201156,0.9775570196272813,0.9851811721777568,1.0170662612081462,0.987571432595342,1.0126882927538299,0.9863212151990665,0.9867197875166003,0.970702045328911,0.9713945172824792,0.9850230414746544,1.0153061224489797,1.2150433944069432,0.996817313812858,0.9901417128773876,1.048913043478261,1.045060658578856,0.9812241832519717,0.9739035882566146,0.9815421256326288,0.978735310576385,1.0134715025906735,1.0300601202404809,0.9983196415235249,1.0012662807525325,1.036009445100354,1.0297482837528604,0.9891340948691231,0.9881888964884199,0.9845002658369412,0.9863905705728866,0.9481132075471697,0.9362084456424079,1.0004774752925485,1.0022951182613187,1.0092748735244519,1.0232209737827715,1.0034868972505864,1.006706785691692,1.013861946165744,1.0126625102652616,1.0185567010309278,1.0178394449950448,1.0311524423876062,1.026933937843095,1.012568077084206,0.9928186714542191,1.0019023462270131,0.9898705683736634,0.9980544747081712,0.9906487434248977,1.0040745052386497,1.016580310880829,0.9957427293258456,0.9818637719305077,1.003451684390096,0.9939108173389838,1.0058997448394107,1.0013055842042196,4.15.0-101-generic,task1-1.csv
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.15.0-101-generic,task1-2.csv
2,1.0,1.3870967741935485,1.0000003241920892,1.1772804980718923,1.0018975332068312,0.9981447124304266,1.0022346368715085,1.0015368852459015,1.0042444821731749,1.0014245014245016,0.988221436984688,1.008183058039097,1.030103668261563,1.0035368048757383,1.0003656975681112,1.0239836209417958,0.9683790713132656,1.021261815830675,0.9210349674421272,0.9909382187619153,0.9686517783291978,0.9746963184451504,1.0224926253687316,0.9624406354716617,0.8893033641279618,0.9829012969529013,0.9126100635425487,0.9806083842215507,1.0161703329139766,0.9970081842302737,1.0178792560980332,0.9955765761972863,1.00265604249668,0.9977888336097293,1.0154946364719903,1.0414746543778803,0.996938775510204,0.9874638379942141,0.9834500318268619,0.9808995686999384,0.996376811594203,0.9904679376083187,0.9967455250970084,0.9867101606862388,0.997618338791307,0.996082820369334,0.993782383419689,0.997995991983968,0.9985063480209112,0.9980101302460201,0.9988193624557261,1.0062929061784898,0.9944274583896078,0.9898993877801929,0.9890155652112421,1.0123934754945436,0.9103773584905661,0.89937106918239,0.9950206148062816,0.9928563521641267,1.0021079258010117,1.0082397003745318,0.9982181772896448,0.9984107380358178,1.010569588237591,1.0080250423167745,0.9814432989690721,0.9781962338949455,0.9764229257523616,0.9706524839376403,0.9941348973607037,0.9766606822262117,1.0025364616360177,0.9797411367473269,0.9980544747081712,0.983635300993571,0.9988358556461001,0.9906735751295337,0.9903086521238762,0.9925944384310488,0.9983498876010395,0.9939325127641417,1.008545854652968,0.9949326640475495,4.15.0-101-generic,task1-3.csv
3,1.0,1.7096774193548387,1.000001296768356,1.1685517984711802,1.0113851992409868,1.0092764378478662,1.0011173184357542,0.9866803278688523,1.0093378607809846,1.0104463437796773,0.9337682341215909,0.9996969237763297,1.0328947368421053,1.008494647424764,0.999634302431889,1.0291020766305938,0.9368214477890672,1.0178633451424846,0.8930151171796563,0.9843763452763119,0.9891645988420182,0.9753317136983741,1.063483284169125,0.970203225573154,0.9954294845339007,0.9958952012555149,0.9995289137774526,0.9961805142302774,1.0106185149599418,0.9958578750889086,1.009828238036612,0.9957665250574617,1.0126162018592297,1.0105030403537867,0.9976162097735399,1.0172811059907834,1.0040816326530613,0.9942140790742526,0.9904519414385741,0.984596426370918,1.0054347826086958,0.9939341421143847,0.9989986231067719,0.9963754983689743,1.002381661208693,1.001958589815333,1.0010362694300516,1.0100200400801602,0.9949589245705751,0.9969247467438495,1.0041322314049588,1.0120137299771166,0.9961294651657987,0.9969203994886431,0.9988633179069335,1.0052134346199824,0.9132075471698113,0.9137466307277627,1.018394167222458,1.0207077229622523,1.0012647554806071,1.0048689138576778,1.0043217527178532,1.0018934598501414,1.0189496527137505,1.01436497339023,0.9927835051546391,0.9980178394449951,1.1148107651503891,1.1022002695421433,0.9903644742354419,0.970197486535009,1.0063411540900444,0.9696117051209904,1.0025940337224384,0.9883109292811222,1.00058207217695,0.9901554404145076,1.0020594114236763,0.9797690336949157,1.0043923281730784,1.018889483504245,1.0086268580146074,0.9967569049904317,4.15.0-101-generic,task1-4.csv
4,1.0,1.064516129032258,1.000001296768356,1.0045301825223591,0.1461100569259962,0.15027829313543598,0.3966480446927374,0.5706967213114754,0.4083191850594228,0.738366571699905,0.9529763522696385,1.2470071222912564,0.8251594896331738,0.925063946695298,0.5298957761930884,0.5432875109681193,0.8847635024636259,1.095579316351667,0.7028886147844295,0.9657761706210102,0.6798180314309348,0.7832554662679873,0.6988077679449362,0.7914707938574287,0.9324052615426945,0.8738897524408102,0.8902201910112028,0.896656334218955,0.7967878109909159,0.8491991942438666,0.7994415720949383,0.8600415683756693,0.5292164674634794,0.5356550580431177,0.3635280095351609,0.39285714285714285,0.4295918367346939,0.4513018322082932,0.5486950986632717,0.5619223659889094,0.5615942028985508,0.5788561525129983,0.8893478532982851,0.8934396520478434,0.8148258410241143,0.8441522104085059,0.421761658031088,0.4579158316633266,0.6264002987303958,0.6340448625180897,0.6871310507674144,0.6922196796338673,0.9782216600565948,0.9833892555364174,0.9620966284542433,0.9708762323423181,0.41603773584905657,0.44115004492362986,1.0345828533317165,1.0437843622006566,0.8347386172006747,0.7707865168539326,0.9642821485280585,0.9611793994320144,0.9850896882555358,0.9944122374804905,0.4474226804123711,0.46778989098116946,1.017127070288024,1.003021872925884,0.8261416003351486,0.7493716337522442,0.39188332276474314,0.401800787844682,0.36121919584954604,0.39392168322618354,0.45692665890570433,0.472020725388601,0.4417437503785683,0.4607801147823108,0.5164851808746392,0.5286234975918077,0.5956919712168055,0.6020710500116251,4.12.0-standard,task2-1.csv
5,1.0,1.064516129032258,1.0,1.000748745215186,0.1442125237191651,0.1484230055658627,0.4011173184357542,0.6029713114754097,0.4066213921901528,0.690883190883191,0.9361239467246535,1.2082891347173816,0.809908293460925,0.9519373480279155,0.5287986834887548,0.5462123427902895,0.8708891210078182,1.0696953666447584,0.6644674564699807,0.9306698399813044,0.6942928039702233,0.788002242571482,0.6902040314650935,0.7871796726212001,0.9373630908917744,0.865260524968734,0.909818459695574,0.8859494132683604,0.7657889550696454,0.8299930795917785,0.7690460327478169,0.8403998694862204,0.5650730411686586,0.5572139303482587,0.3778307508939213,0.4147465437788018,0.42551020408163265,0.4474445515911283,0.547422024188415,0.5650030807147258,0.5661231884057972,0.5693240901213171,0.8969833521091501,0.9074543916878095,0.8252456088121465,0.82988248461108,0.41865284974093264,0.43987975951903807,0.6267737117251679,0.6360347322720694,0.6889020070838253,0.7076659038901602,0.99002795454295,0.9966959944901411,0.9785916142195263,0.9953624082571756,0.4066037735849056,0.41868823000898475,1.0535302855756987,1.0548024058152836,0.739460370994941,0.6906367041198502,0.9665495348847489,0.9697160086904281,0.9900724292954142,1.0013707479137912,0.45463917525773195,0.466798810703667,1.0192874916466024,1.0082646974139364,0.7364893171344783,0.6635547576301616,0.39505389980976535,0.38435565559932466,0.35992217898832685,0.3693746347165401,0.45459837019790456,0.4658031088082901,0.44369067294296816,0.4511162852270338,0.5160866030004941,0.5307207220237492,0.5928636038395593,0.5991737261611652,4.12.0-standard,task2-2.csv
6,1.0,1.064516129032258,1.0000003241920892,1.0090181413584554,0.1442125237191651,0.15027829313543598,0.4,0.6004098360655737,0.4049235993208829,0.731718898385565,0.9110265470689499,1.2517805728140627,0.8289473684210527,0.9031799665266681,0.5298957761930884,0.5441649605147705,0.9126494265607361,1.0792655883468791,0.6740713117810734,0.9471667712138543,0.7375516956162117,0.7900579330966174,0.7232055063913471,0.8056459583905885,0.9350963522651513,0.8646308924918484,0.8259051198909518,0.887113800192334,0.7837254965146043,0.8352624062611901,0.7833740225025669,0.846532668572624,0.5351925630810093,0.5085682697622996,0.37663885578069134,0.4066820276497696,0.4306122448979592,0.4445515911282546,0.5480585614258434,0.5576093653727665,0.5661231884057972,0.5779896013864818,0.8974840405557643,0.9055213241512625,0.826436439416493,0.8433128147733632,0.42072538860103625,0.43687374749499,0.6267737117251679,0.6385672937771346,0.6912632821723731,0.7282608695652173,0.9929017746175689,1.0017665925413985,0.9814018904542277,0.9986066658954484,0.4056603773584906,0.42677448337825696,1.047755108227733,1.0524113501346812,0.7432546374367623,0.698876404494382,0.967945177875126,0.9694541352890934,0.9899271797274105,1.0038444057787244,0.4494845360824742,0.4747274529236868,1.0098962580946336,1.0051711808892727,0.8265605362379556,0.7504488330341113,0.3912492073557387,0.39392234102419804,0.37613488975356674,0.38924605493863235,0.4528521536670547,0.4989637305699481,0.44181297429196914,0.45575741529548264,0.520933309950098,0.5446130259332649,0.5930998636443412,0.6087837797556948,4.12.0-standard,task2-3.csv
7,1.0,1.064516129032258,1.000000972576267,1.0039222903674556,0.14800759013282733,0.1484230055658627,0.3966480446927374,0.5957991803278688,0.4083191850594228,0.7094017094017094,0.9146507203044306,1.2304894681012275,0.812799043062201,0.92866390880096,0.5319071128176998,0.5438724773325534,0.8762384072421107,1.0690327717307087,0.7324632110381228,0.9319797547445974,0.6813068651778329,0.7927863950663427,0.6576327433628318,0.7848894674670331,0.9446125273818217,0.8705424626917444,0.9147107737124052,0.8892031277756608,0.7873677398734563,0.8344431904987839,0.7895331475856361,0.8456498586319997,0.5365205843293492,0.5041459369817579,0.37187127532777114,0.39055299539170507,0.43163265306122456,0.43876567020250723,0.5512412476129853,0.5736290819470117,0.5679347826086957,0.5892547660311958,0.8938540493178121,0.9025009061254077,0.8228639476034535,0.8156127588136541,0.4238341968911917,0.4468937875751503,0.6275205377147125,0.6329594790159189,0.692443919716647,0.7076659038901602,0.9828476899849757,0.9819855306521711,0.9755875258307076,0.9869509890872633,0.4207547169811321,0.44115004492362986,1.047868792821197,1.0449356112320578,0.7377740303541316,0.6853932584269663,0.9657745841460993,0.9641073414734932,0.9861361453704719,0.9907717924158883,0.4505154639175258,0.48166501486620417,1.017471626234601,1.006083622949202,0.734394637620444,0.6649910233393178,0.39505389980976535,0.40123804164321886,0.36251621271076523,0.3611922852133255,0.45459837019790456,0.46062176165803104,0.44722974551558836,0.45918375292990804,0.520367329368812,0.5256078334948437,0.5980748201050343,0.6153892012090068,4.12.0-standard,task2-4.csv
8,1.0,1.032258064516129,0.999999675807911,1.001921016565867,0.14800759013282733,0.15027829313543598,0.4011173184357542,0.6367827868852458,0.4100169779286927,0.6519468186134854,1.016218175228776,1.2239733292923172,0.8071670653907496,0.9107588341175357,0.5289815322728104,0.5438724773325534,0.898437417571403,1.0792495578247652,0.684948796649551,0.9148278661304011,0.7003308519437552,0.8026910857783591,0.690511307767945,0.7911815047853235,0.9435738700699494,0.8747721379191377,0.8558913806956929,0.892492512006747,0.7991160846420966,0.8496923766381997,0.787268038412494,0.8575284873952896,0.5278884462151394,0.5279159756771697,0.36114421930870083,0.39285714285714285,0.43367346938775514,0.4397299903567985,0.5525143220878421,0.5674676524953789,0.5724637681159421,0.5753899480069323,0.8818375265990739,0.8968225202368008,0.8052991961893421,0.8186905428091774,0.42279792746113987,0.4458917835671342,0.6280806572068708,0.636396526772793,0.37485242030696575,0.38844393592677345,0.955974349900757,0.9596679760937058,0.9261680456139524,0.9238010771346675,0.4094339622641509,0.42407906558849956,1.0397365549020798,1.0412752296963212,0.3612984822934233,0.3430711610486892,0.9607645367664891,0.9652824067586369,0.98377491144857,0.9928999854792148,0.45257731958762887,0.4866204162537166,0.9877988293433848,0.9750058463880136,0.3636363636363636,0.32567324955116694,0.39505389980976535,0.39504783342712435,0.364461738002594,0.36820572764465226,0.4551804423748545,0.47564766839378236,0.4456895134424187,0.45314093928373966,0.5136632495256923,0.5328613373060067,0.5952397024476516,0.6050816437245515,4.12.0-patch,task3-1.csv
9,1.0,1.1290322580645162,0.9999987032316441,1.0002984666677839,0.14800759013282733,0.15027829313543598,0.40223463687150834,0.6127049180327869,0.4108658743633277,0.7184235517568851,0.9243453837093414,1.272010910744052,0.7989433811802233,0.9354848896327407,0.530078624977144,0.5434337525592279,0.9675983076419882,1.105993812218464,0.6767275752273314,0.9384616803807976,0.7038875103391232,0.8048215286862268,0.7414577187807276,0.7917841903522095,0.9523561594547976,0.8706234636536307,0.8570091040608812,0.8881814197468297,0.8110444042405665,0.8486302803532765,0.8113324431718045,0.857039883011237,0.5385126162018592,0.5384190160309563,0.37663885578069134,0.39055299539170507,0.43163265306122456,0.4445515911282546,0.5525143220878421,0.5686999383857055,0.5833333333333334,0.5918544194107451,0.893353360871198,0.9056421408722967,0.8231616552545401,0.8324006715165081,0.4196891191709844,0.44889779559118237,0.6278939507094846,0.6407380607814761,0.38016528925619836,0.40274599542334094,0.9755572235494065,0.985556912330458,0.9543074751252576,0.9739174025373077,0.40849056603773587,0.422282120395328,1.0465348935912204,1.0565587985683185,0.3634064080944351,0.3404494382022472,0.9672343236718033,0.9669487650896883,0.985886446095363,0.9964170901219187,0.4494845360824742,0.4806739345887017,0.9988183676106296,0.9839585927034373,0.36028487641390866,0.3274685816876122,0.3956880152187698,0.3905458638154192,0.3664072632944228,0.37405026300409117,0.45459837019790456,0.4704663212435233,0.4439848745749219,0.45961983226519854,0.5130972689444063,0.5291803468375301,0.5948886878805469,0.606566075080034,4.12.0-patch,task3-2.csv
